Tissue,Feature,n_cancer_animals,n_control_animals,cancer_mean,control_mean,log2_fc_plus1_cancer_control,rank_biserial_cancer_control,p_mwu,FDR_BH,cancer_detection_frequency,control_detection_frequency,absolute_detection_frequency_difference,FDR_significant,detection_difference_gt_0_30
Liver,156.3,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,156.65,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,156.85,6,4,0.6543166840981867,0.6086885426394196,0.040350400883419624,0.33333333333333326,0.47619047619047616,1.0,1.0,1.0,0.0,False,False
Liver,157.08,6,4,0.05978462772466007,0.09505993726644227,-0.047238730576099126,-0.5,0.2571428571428571,1.0,0.8333333333333334,1.0,0.16666666666666663,False,False
Liver,157.41,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,157.78,6,4,0.018092222303283074,0.005904993137267206,0.017374201352967356,0.29166666666666674,0.6095238095238095,1.0,0.5,0.25,0.25,False,False
Liver,157.87,6,4,0.026893967660230417,0.027480660266253815,-0.0008240157610405228,0.08333333333333326,0.9142857142857143,1.0,0.6666666666666666,0.5,0.16666666666666663,False,False
Liver,158.22,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,158.52,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,158.89,6,4,0.0038659212086513874,0.018863206493514577,-0.0213937746769947,-0.5416666666666667,0.2571428571428571,1.0,0.16666666666666666,0.75,0.5833333333333334,False,True
Liver,159.1,6,4,0.09302316996664943,0.13599061012233346,-0.055626926190372655,-0.9166666666666666,0.01904761904761905,1.0,1.0,1.0,0.0,False,False
Liver,159.72,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,160.05,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,161.01,6,4,0.0,0.05250587783593366,-0.07382829020480608,-0.5,0.2571428571428571,1.0,0.0,0.5,0.5,False,True
Liver,163.87,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,164.26,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,164.9,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,165.04,6,4,0.179932584538821,0.18594984963631506,-0.007338570259246137,-0.33333333333333337,0.47619047619047616,1.0,1.0,1.0,0.0,False,False
Liver,165.39,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,165.79,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,166.05,6,4,0.29455880525066963,0.5465735561970028,-0.256614949659741,-0.6666666666666667,0.11428571428571428,1.0,0.8333333333333334,1.0,0.16666666666666663,False,False
Liver,167.05,6,4,0.11221065374284402,0.12351193376616551,-0.01458538694020816,-0.8333333333333334,0.0380952380952381,1.0,1.0,1.0,0.0,False,False
Liver,168.07,6,4,0.06932733312563343,0.12317716635413803,-0.07088196591783881,-0.75,0.06666666666666667,1.0,0.8333333333333334,1.0,0.16666666666666663,False,False
Liver,168.26,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,168.93,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,169.08,6,4,0.0,0.015542285948934188,-0.022250312956278367,-0.5,0.2571428571428571,1.0,0.0,0.5,0.5,False,True
Liver,169.91,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,170.11,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,170.82,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,171.06,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,171.64,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,171.89,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,172.09,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
Liver,172.82,6,4,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,False,False
